id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,chinese_terms,cedict_gloss_tokens,english_content_tokens,shared_tokens,semantic_reasons,priority
29264,sporadic,sporadic,adjective,,無常,Exhibiting random behavior; patternless.,[],無常,anitya | away | changeable | death | fickle | ghost | impermanence | pass | sanskrit | soul | taking | variable,behavior | exhibiting | patternless | random | sporadic,,no_lexical_support_in_cedict_gloss,review
29266,sport,sport,noun,C or U,运动,Any activity that uses physical exertion or skills competitively under a set of rules that is not based on aesthetics.,"[{""english"": ""Tennis is my favorite sport."", ""chinese"": ""网球是我最喜欢的运动。""}]",运動,campaign | chang | exercise | motion | move | movement | sports,activity | aesthetics | based | competitively | exertion | physical | rules | skills | sport | under | uses,,no_lexical_support_in_cedict_gloss,review
29271,sportsperson,sportsperson,noun,C,运动员,"Someone who plays sport, regardless of gender.",[],运動員,athlete | ming,gender | plays | regardless | sport | sportsperson,,no_lexical_support_in_cedict_gloss,review
29282,spout,spout,noun,C,呼吸,The mixture of air and water thrown up from the blowhole of a whale.,[],呼吸,breathe,blowhole | mixture | spout | thrown | water | whale,,no_lexical_support_in_cedict_gloss,review
29286,spray,spray,noun,C,花序,"(metalworking, countable) A side channel or branch of the runner of a flask, made to distribute the metal to all parts of the mold.",[],花序,cluster | flower | inflorescence,branch | channel | countable | distribute | flask | made | metal | metalworking | mold | parts | runner | side | spray,,no_lexical_support_in_cedict_gloss,review
29289,spring,spring,noun,C or U,春季,"The season of the year in temperate regions in which temperatures and daylight hours rise, and plants spring from the ground and into bloom and dormant animals spring to life.","[{""english"": ""North China is cold in spring, so flowers don't bloom outdoors."", ""chinese"": ""春季的时候，中国北边很冷，所以在外边的花不开花。""}]",春季,springtime,animals | bloom | daylight | dormant | ground | hours | life | plants | regions | rise | season | spring | temperate | temperatures | year,,no_lexical_support_in_cedict_gloss,review
29295,spring to life,spring to life,verb,I,出生,(idiomatic) To start to exist.,[],出生,born,exist | idiomatic | life | spring | start,,no_lexical_support_in_cedict_gloss,review
29296,springboard,springboard,noun,C,蹦床,"A board consisting of a flexible, springy, cantilevered platform that propels one into the air, used for diving or gymnastics.",[],蹦床,trampoline,board | cantilevered | consisting | diving | flexible | gymnastics | platform | propels | springboard | springy,,no_lexical_support_in_cedict_gloss,review
29297,springboard,springboard,noun,C,蹦床,(figuratively) Something that acts as a catalyst to begin or accelerate an action or growth.,[],蹦床,trampoline,accelerate | action | acts | begin | catalyst | figuratively | growth | springboard,,no_lexical_support_in_cedict_gloss,review
29299,springer,springer,noun,C,墊子,A stone at the base of an arch (from which the arch springs).,[],墊子,cushion,arch | base | springer | springs | stone,,no_lexical_support_in_cedict_gloss,review
29300,springy,springy,adjective,,橡皮筋,"That returns rapidly to its original form (as a spring does) after being bent, compressed, stretched, etc.",[],橡皮筋,band | rubber,bent | compressed | does | form | original | rapidly | returns | spring | springy | stretched,,no_lexical_support_in_cedict_gloss,review
29304,sprite,sprite,noun,C,十一,A spirit; a soul; a shade.,[],十一,eleven | national | october,shade | soul | spirit | sprite,,no_lexical_support_in_cedict_gloss,review
29305,sprocket,sprocket,noun,C,松子,(mechanical engineering) A toothed wheel that enmeshes with a chain or other perforated band.,[],松子,pine,band | chain | engineering | enmeshes | mechanical | perforated | sprocket | toothed | wheel,,no_lexical_support_in_cedict_gloss,review
29306,sprocket,sprocket,noun,C,松子,"(usually, in the plural) The tooth of such a wheel.",[],松子,pine,plural | sprocket | tooth | wheel,,no_lexical_support_in_cedict_gloss,review
29311,spry,spry,adjective,,警惕,Having great power of leaping or running; nimble; active.,[],警惕,alert | guard | vigilant | warn,active | great | having | leaping | nimble | power | running | spry,,no_lexical_support_in_cedict_gloss,review
29319,spurn,spurn,noun,C,足球,(archaic) A kick; a blow with the foot.,[],足球,ball | football | soccer,archaic | blow | foot | kick | spurn,,no_lexical_support_in_cedict_gloss,review
29321,sputcheon,sputcheon,noun,C,球拍,"(chiefly, historical) The metal lining of a scabbard's mouth.",[],球拍,badminton | cricket | paddle | racket | table | tennis,historical | lining | metal | mouth | scabbard | sputcheon,,no_lexical_support_in_cedict_gloss,review
29322,sputnik,sputnik,noun,C,人造卫星,"(historical) Any of a series of Soviet robotic space satellites, especially the first one in 1957.",[],人造卫星,artificial | satellite,first | historical | robotic | satellites | series | soviet | space | sputnik,,no_lexical_support_in_cedict_gloss,review
29325,squabble,squabble,noun,C,争执,A minor fight or argument.,[],争执,argue | disagree | dispute | opinionatedly | wrangle,argument | fight | minor | squabble,,no_lexical_support_in_cedict_gloss,review
29327,squad,squad,noun,C,干部,"(cricket, soccer, rugby) A group of potential players from whom a starting team and substitutes are chosen.",[],干部,cadre | manager | officer | official,chosen | cricket | group | players | potential | rugby | soccer | squad | starting | substitutes | team | whom,,no_lexical_support_in_cedict_gloss,review
29330,squadron,squadron,noun,C,聯隊,"(military, navy) A detachment of vessels employed on any particular service or station, under the command of the senior officer",[],聯隊,combination | entities | force | korea | representing | sports | team | united | wing,command | detachment | employed | military | navy | officer | particular | senior | service | squadron | station | under | vessels,,no_lexical_support_in_cedict_gloss,review
29334,squall,squall,noun,C,雷暴,"(often, nautical) A sudden storm, as found in a squall line.",[],雷暴,thunderstorm,found | line | nautical | squall | storm | sudden,,no_lexical_support_in_cedict_gloss,review
29346,squarely,squarely,adverb,,公平,"(figurative) In a direct, straightforward and honest manner.",[],公平,fair | impartial,direct | figurative | honest | manner | squarely | straightforward,,no_lexical_support_in_cedict_gloss,review
29347,squash,squash,noun,C,南瓜,"(botany, countable) A plant and its fruit of any of a few species of the genus Cucurbita, or gourd kind.","[{""english"": ""This recipe requires acorn squash."", ""chinese"": ""这个菜谱需要一些青南瓜。""}]",南瓜,pumpkin,botany | countable | cucurbita | fruit | genus | gourd | kind | plant | species | squash,,no_lexical_support_in_cedict_gloss,review
29353,squeal,squeal,verb,I,叫喊,"(intransitive, slang) To give sensitive information about someone to a third party; to rat on someone.",[],叫喊,exclamation | outcry | shout | yell,give | information | intransitive | party | sensitive | slang | squeal | third,,no_lexical_support_in_cedict_gloss,review
29356,squeeze out,squeeze out,verb,T,表示,"(transitive) Used other than figuratively or idiomatically: see squeeze,‎ out.",[],表示,express | expression | indicate | manifestation | show | signify | state,figuratively | idiomatically | squeeze | than | transitive,,no_lexical_support_in_cedict_gloss,review
29359,squid,squid,noun,C,烏賊,"Any of several carnivorous marine cephalopod mollusks, of the order Teuthida, having a mantle, eight arms, and a pair of tentacles",[],烏賊,cuttlefish,arms | carnivorous | cephalopod | eight | having | mantle | marine | mollusks | order | pair | several | squid | tentacles | teuthida,,no_lexical_support_in_cedict_gloss,review
29365,squiggle,squiggle,noun,C,亂碼,An illegible scrawl.,[],亂碼,according | character | characters | displayed | encoding | fails | intended | mojibake | nonsense | render | software | text,illegible | scrawl | squiggle,,no_lexical_support_in_cedict_gloss,review
29367,squire,squire,noun,C,领主,"A title of dignity next in degree below knight, and above gentleman. See esquire.",[],领主,feudal | lord | overlord | suzerain,above | below | degree | dignity | esquire | gentleman | knight | next | squire | title,,no_lexical_support_in_cedict_gloss,review
29368,squire,squire,noun,C,护卫,A devoted attendant or follower of a lady; a beau.,[],护卫,ancient | bodyguard | guard | officials | protect | times,attendant | beau | devoted | follower | lady | squire,,no_lexical_support_in_cedict_gloss,review
29369,squire,squire,noun,C,先生,A title of office and courtesy. See under esquire.,[],先生,dialect | doctor | gentleman | husband | mister | teacher,courtesy | esquire | office | squire | title | under,,no_lexical_support_in_cedict_gloss,review
29372,squirrel,squirrel,noun,C,栗鼠,Any of the rodents of the family Sciuridae.,[],栗鼠,chinchilla | chipmunk,family | rodents | sciuridae | squirrel,,no_lexical_support_in_cedict_gloss,review
29373,squirt,squirt,noun,C or U,小子,"(UK, Irish, US, Australia, NZ, Philippines, slang) A small child.",[],小子,address | coll | derog | despicable | elders | fellow | generation | joker | literary | older | speaking | term | young | youngster,australia | child | irish | philippines | slang | small | squirt,,no_lexical_support_in_cedict_gloss,review
29384,stack,stack,noun,C,电池,"(computing, often with ""the"") A stack data structure stored in main memory that is manipulated during machine language procedure call related instructions.",[],電池,battery | cell | electric,call | computing | data | during | instructions | language | machine | main | manipulated | memory | procedure | related | stack | stored | structure,,no_lexical_support_in_cedict_gloss,review
29386,staff,staff,noun,C or U,手杖,"(plural staffs or staves) A long, straight, thick wooden rod or stick, especially one used to assist in walking.",[],手杖,cane,assist | long | plural | staff | staffs | staves | stick | straight | thick | walking | wooden,,no_lexical_support_in_cedict_gloss,review
29400,stage direction,stage direction,noun,C,字条,An instruction given to an actor that tells the actor what should be done and in what manner to do it.,[],字条,brief | note,actor | direction | done | given | instruction | manner | should | stage | tells | what,,no_lexical_support_in_cedict_gloss,review
29404,staging,staging,noun,C or U,团体,"A structure of posts and boards for supporting workmen, etc., as in building.",[],团體,group | organization | team,boards | building | posts | staging | structure | supporting | workmen,,no_lexical_support_in_cedict_gloss,review
29407,stain,stain,noun,C,颜料,A reagent or dye used to stain microscope specimens so as to make some structures visible.,[],颜料,paint | pigment,make | microscope | reagent | some | specimens | stain | structures | visible,,no_lexical_support_in_cedict_gloss,review
29414,stairs,stairs,noun,C,楼梯,A contiguous set of steps connecting two floors.,"[{""english"": ""Another step, and you would have fallen down the stairs."", ""chinese"": ""再走一步的话，你就已经跌下楼梯了。""}]",楼梯,stair | staircase,connecting | contiguous | floors | stairs | steps,,no_lexical_support_in_cedict_gloss,review
